"SEXO","EDAD","PAIS","AÑO ESTIMACION","CODREGEO","REGION","CENSO AJUSTADO","RRAA_REGULAR","RRAA_IRREGULAR","RRAA_TOTAL","ESTIMACION"
"M","05 A 09","R. DOMINICANA",2023,4,"ATACAMA","","2","","2",2

"M","05 A 09","R. DOMINICANA",2023,5,"COQUIMBO","1","3","1","4",5

"M","05 A 09","R. DOMINICANA",2023,6,"VALPARAÍSO","1","4","1","5",6

"M","05 A 09","R. DOMINICANA",2023,7,"METROPOLITANA DE SANTIAGO","95","89","10","99",194

"M","05 A 09","R. DOMINICANA",2023,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","2","","2",3

"M","05 A 09","R. DOMINICANA",2023,9,"MAULE","1","","","",1

"M","05 A 09","R. DOMINICANA",2023,11,"BIOBÍO","1","1","","1",2

"M","05 A 09","R. DOMINICANA",2023,12,"LA ARAUCANÍA","","1","","1",1

"M","05 A 09","R. DOMINICANA",2023,13,"LOS RÍOS","","1","","1",1

"M","05 A 09","R. DOMINICANA",2023,14,"LOS LAGOS","","1","","1",1

"M","05 A 09","R. DOMINICANA",2023,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","1","","1",1

"M","05 A 09","R. DOMINICANA",2023,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","3","","3",3

"M","05 A 09","R. DOMINICANA",2023,17,"REGIÓN IGNORADA","","26","1","27",27

"M","05 A 09","URUGUAY",2018,1,"ARICA Y PARINACOTA","1","","","",1

"M","05 A 09","URUGUAY",2018,2,"TARAPACÁ","2","","","",2

"M","05 A 09","URUGUAY",2018,3,"ANTOFAGASTA","2","","","",2

"M","05 A 09","URUGUAY",2018,6,"VALPARAÍSO","6","","","",6

"M","05 A 09","URUGUAY",2018,7,"METROPOLITANA DE SANTIAGO","27","4","1","5",32

"M","05 A 09","URUGUAY",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","2","","2",3

"M","05 A 09","URUGUAY",2018,9,"MAULE","1","1","","1",2

"M","05 A 09","URUGUAY",2018,10,"ÑUBLE","1","","","",1

"M","05 A 09","URUGUAY",2018,11,"BIOBÍO","3","","","",3

"M","05 A 09","URUGUAY",2018,12,"LA ARAUCANÍA","1","","","",1

"M","05 A 09","URUGUAY",2018,13,"LOS RÍOS","","","1","1",1

"M","05 A 09","URUGUAY",2018,14,"LOS LAGOS","3","","","",3

"M","05 A 09","URUGUAY",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","","","",1

"M","05 A 09","URUGUAY",2018,17,"REGIÓN IGNORADA","","2","","2",2

"M","05 A 09","URUGUAY",2019,1,"ARICA Y PARINACOTA","1","","","",1

"M","05 A 09","URUGUAY",2019,2,"TARAPACÁ","2","","","",2

"M","05 A 09","URUGUAY",2019,3,"ANTOFAGASTA","2","","","",2

"M","05 A 09","URUGUAY",2019,6,"VALPARAÍSO","6","1","1","2",8

"M","05 A 09","URUGUAY",2019,7,"METROPOLITANA DE SANTIAGO","26","6","1","7",33

"M","05 A 09","URUGUAY",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","3","","3",4

"M","05 A 09","URUGUAY",2019,9,"MAULE","1","","","",1

"M","05 A 09","URUGUAY",2019,10,"ÑUBLE","1","1","","1",2

"M","05 A 09","URUGUAY",2019,11,"BIOBÍO","2","1","","1",3

"M","05 A 09","URUGUAY",2019,14,"LOS LAGOS","3","","","",3

"M","05 A 09","URUGUAY",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","1","","1",1

"M","05 A 09","URUGUAY",2020,1,"ARICA Y PARINACOTA","1","","","",1

"M","05 A 09","URUGUAY",2020,2,"TARAPACÁ","2","","","",2

"M","05 A 09","URUGUAY",2020,3,"ANTOFAGASTA","2","1","","1",3

"M","05 A 09","URUGUAY",2020,6,"VALPARAÍSO","5","2","2","4",9

"M","05 A 09","URUGUAY",2020,7,"METROPOLITANA DE SANTIAGO","27","6","2","8",35

"M","05 A 09","URUGUAY",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","2","3","","3",5

"M","05 A 09","URUGUAY",2020,9,"MAULE","1","1","","1",2

"M","05 A 09","URUGUAY",2020,10,"ÑUBLE","1","1","","1",2

"M","05 A 09","URUGUAY",2020,11,"BIOBÍO","2","2","","2",4

"M","05 A 09","URUGUAY",2020,14,"LOS LAGOS","2","","","",2

"M","05 A 09","URUGUAY",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","1","","1",1

"M","05 A 09","URUGUAY",2021,2,"TARAPACÁ","3","","","",3

"M","05 A 09","URUGUAY",2021,3,"ANTOFAGASTA","2","1","","1",3

"M","05 A 09","URUGUAY",2021,6,"VALPARAÍSO","3","3","2","5",8

"M","05 A 09","URUGUAY",2021,7,"METROPOLITANA DE SANTIAGO","20","6","3","9",29

"M","05 A 09","URUGUAY",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","2","1","","1",3

"M","05 A 09","URUGUAY",2021,9,"MAULE","1","1","","1",2

"M","05 A 09","URUGUAY",2021,10,"ÑUBLE","1","1","","1",2

"M","05 A 09","URUGUAY",2021,11,"BIOBÍO","1","1","","1",2

"M","05 A 09","URUGUAY",2021,14,"LOS LAGOS","1","","","",1

"M","05 A 09","URUGUAY",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","1","","1",1

"M","05 A 09","URUGUAY",2022,2,"TARAPACÁ","5","","","",5

"M","05 A 09","URUGUAY",2022,3,"ANTOFAGASTA","1","","","",1

"M","05 A 09","URUGUAY",2022,5,"COQUIMBO","1","","","",1

"M","05 A 09","URUGUAY",2022,6,"VALPARAÍSO","5","2","3","5",10

"M","05 A 09","URUGUAY",2022,7,"METROPOLITANA DE SANTIAGO","20","6","1","7",27

"M","05 A 09","URUGUAY",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","2","1","","1",3

"M","05 A 09","URUGUAY",2022,9,"MAULE","1","","","",1

"M","05 A 09","URUGUAY",2022,10,"ÑUBLE","","","1","1",1

"M","05 A 09","URUGUAY",2022,11,"BIOBÍO","1","1","","1",2

"M","05 A 09","URUGUAY",2022,14,"LOS LAGOS","1","","","",1

"M","05 A 09","URUGUAY",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","","1","","1",1

"M","05 A 09","URUGUAY",2022,17,"REGIÓN IGNORADA","","1","","1",1

"M","05 A 09","URUGUAY",2023,2,"TARAPACÁ","3","","","",3

"M","05 A 09","URUGUAY",2023,3,"ANTOFAGASTA","1","","","",1

"M","05 A 09","URUGUAY",2023,5,"COQUIMBO","1","","","",1

"M","05 A 09","URUGUAY",2023,6,"VALPARAÍSO","4","3","2","5",9

"M","05 A 09","URUGUAY",2023,7,"METROPOLITANA DE SANTIAGO","19","7","","7",26

"M","05 A 09","URUGUAY",2023,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","2","","2",3

"M","05 A 09","URUGUAY",2023,9,"MAULE","1","1","","1",2

"M","05 A 09","URUGUAY",2023,11,"BIOBÍO","1","","","",1

"M","05 A 09","URUGUAY",2023,17,"REGIÓN IGNORADA","","1","","1",1

"M","05 A 09","VENEZUELA",2018,1,"ARICA Y PARINACOTA","5","30","","30",35

"M","05 A 09","VENEZUELA",2018,2,"TARAPACÁ","23","69","","69",92

"M","05 A 09","VENEZUELA",2018,3,"ANTOFAGASTA","38","95","5","100",138

"M","05 A 09","VENEZUELA",2018,4,"ATACAMA","9","37","","37",46

"M","05 A 09","VENEZUELA",2018,5,"COQUIMBO","30","124","9","133",163

"M","05 A 09","VENEZUELA",2018,6,"VALPARAÍSO","118","427","10","437",555

"M","05 A 09","VENEZUELA",2018,7,"METROPOLITANA DE SANTIAGO","1756","3143","123","3266",5022

"M","05 A 09","VENEZUELA",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","68","172","13","185",253

"M","05 A 09","VENEZUELA",2018,9,"MAULE","63","207","4","211",274

"M","05 A 09","VENEZUELA",2018,10,"ÑUBLE","8","56","","56",64

"M","05 A 09","VENEZUELA",2018,11,"BIOBÍO","43","237","4","241",284

"M","05 A 09","VENEZUELA",2018,12,"LA ARAUCANÍA","16","67","","67",83

"M","05 A 09","VENEZUELA",2018,13,"LOS RÍOS","5","28","","28",33

"M","05 A 09","VENEZUELA",2018,14,"LOS LAGOS","14","100","4","104",118

"M","05 A 09","VENEZUELA",2018,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","2","11","1","12",14

"M","05 A 09","VENEZUELA",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","6","31","3","34",40

"M","05 A 09","VENEZUELA",2018,17,"REGIÓN IGNORADA","","3040","3","3043",3043

"M","05 A 09","VENEZUELA",2019,1,"ARICA Y PARINACOTA","4","91","17","108",112

"M","05 A 09","VENEZUELA",2019,2,"TARAPACÁ","22","97","16","113",135

"M","05 A 09","VENEZUELA",2019,3,"ANTOFAGASTA","40","214","29","243",283

"M","05 A 09","VENEZUELA",2019,4,"ATACAMA","7","69","6","75",82

"M","05 A 09","VENEZUELA",2019,5,"COQUIMBO","28","201","31","232",260

"M","05 A 09","VENEZUELA",2019,6,"VALPARAÍSO","126","645","120","765",891

"M","05 A 09","VENEZUELA",2019,7,"METROPOLITANA DE SANTIAGO","1902","5980","92","6072",7974

"M","05 A 09","VENEZUELA",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","70","311","40","351",421

"M","05 A 09","VENEZUELA",2019,9,"MAULE","63","334","38","372",435

"M","05 A 09","VENEZUELA",2019,10,"ÑUBLE","9","95","6","101",110

"M","05 A 09","VENEZUELA",2019,11,"BIOBÍO","45","433","18","451",496

"M","05 A 09","VENEZUELA",2019,12,"LA ARAUCANÍA","15","122","2","124",139

"M","05 A 09","VENEZUELA",2019,13,"LOS RÍOS","5","62","","62",67

"M","05 A 09","VENEZUELA",2019,14,"LOS LAGOS","11","197","","197",208

"M","05 A 09","VENEZUELA",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","20","1","21",22

"M","05 A 09","VENEZUELA",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","5","54","3","57",62

"M","05 A 09","VENEZUELA",2019,17,"REGIÓN IGNORADA","","3216","4","3220",3220

"M","05 A 09","VENEZUELA",2020,1,"ARICA Y PARINACOTA","4","104","65","169",173

"M","05 A 09","VENEZUELA",2020,2,"TARAPACÁ","23","109","54","163",186

"M","05 A 09","VENEZUELA",2020,3,"ANTOFAGASTA","35","245","61","306",341

"M","05 A 09","VENEZUELA",2020,4,"ATACAMA","6","88","21","109",115

"M","05 A 09","VENEZUELA",2020,5,"COQUIMBO","29","244","73","317",346

"M","05 A 09","VENEZUELA",2020,6,"VALPARAÍSO","131","763","262","1025",1156

"M","05 A 09","VENEZUELA",2020,7,"METROPOLITANA DE SANTIAGO","1979","7276","1174","8450",10429

"M","05 A 09","VENEZUELA",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","74","373","86","459",533

"M","05 A 09","VENEZUELA",2020,9,"MAULE","64","391","81","472",536

"M","05 A 09","VENEZUELA",2020,10,"ÑUBLE","10","99","20","119",129

"M","05 A 09","VENEZUELA",2020,11,"BIOBÍO","41","508","100","608",649

"M","05 A 09","VENEZUELA",2020,12,"LA ARAUCANÍA","24","138","27","165",189

"M","05 A 09","VENEZUELA",2020,13,"LOS RÍOS","6","66","9","75",81

"M","05 A 09","VENEZUELA",2020,14,"LOS LAGOS","11","256","60","316",327

"M","05 A 09","VENEZUELA",2020,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","19","1","20",21

"M","05 A 09","VENEZUELA",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","5","72","8","80",85

"M","05 A 09","VENEZUELA",2020,17,"REGIÓN IGNORADA","","1464","4","1468",1468

"M","05 A 09","VENEZUELA",2021,1,"ARICA Y PARINACOTA","4","101","98","199",203

"M","05 A 09","VENEZUELA",2021,2,"TARAPACÁ","24","124","96","220",244

"M","05 A 09","VENEZUELA",2021,3,"ANTOFAGASTA","29","278","90","368",397

"M","05 A 09","VENEZUELA",2021,4,"ATACAMA","6","100","42","142",148

"M","05 A 09","VENEZUELA",2021,5,"COQUIMBO","33","279","131","410",443

"M","05 A 09","VENEZUELA",2021,6,"VALPARAÍSO","125","857","356","1213",1338

"M","05 A 09","VENEZUELA",2021,7,"METROPOLITANA DE SANTIAGO","1995","7965","1730","9695",11690

"M","05 A 09","VENEZUELA",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","69","439","127","566",635

"M","05 A 09","VENEZUELA",2021,9,"MAULE","62","432","155","587",649

"M","05 A 09","VENEZUELA",2021,10,"ÑUBLE","7","120","30","150",157

"M","05 A 09","VENEZUELA",2021,11,"BIOBÍO","43","566","159","725",768

"M","05 A 09","VENEZUELA",2021,12,"LA ARAUCANÍA","26","139","40","179",205

"M","05 A 09","VENEZUELA",2021,13,"LOS RÍOS","8","66","9","75",83

"M","05 A 09","VENEZUELA",2021,14,"LOS LAGOS","11","304","115","419",430

"M","05 A 09","VENEZUELA",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","23","5","28",28

"M","05 A 09","VENEZUELA",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","4","82","11","93",97

"M","05 A 09","VENEZUELA",2021,17,"REGIÓN IGNORADA","","1452","7","1459",1459

"M","05 A 09","VENEZUELA",2022,1,"ARICA Y PARINACOTA","4","124","247","371",375

"M","05 A 09","VENEZUELA",2022,2,"TARAPACÁ","20","132","328","460",480

"M","05 A 09","VENEZUELA",2022,3,"ANTOFAGASTA","21","303","315","618",639

"M","05 A 09","VENEZUELA",2022,4,"ATACAMA","4","109","138","247",251

"M","05 A 09","VENEZUELA",2022,5,"COQUIMBO","26","302","390","692",718

"M","05 A 09","VENEZUELA",2022,6,"VALPARAÍSO","105","941","977","1918",2023

"M","05 A 09","VENEZUELA",2022,7,"METROPOLITANA DE SANTIAGO","1671","7999","5452","13451",15122

"M","05 A 09","VENEZUELA",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","52","451","475","926",978

"M","05 A 09","VENEZUELA",2022,9,"MAULE","49","456","523","979",1028

"M","05 A 09","VENEZUELA",2022,10,"ÑUBLE","6","136","90","226",232

"M","05 A 09","VENEZUELA",2022,11,"BIOBÍO","35","571","524","1095",1130

"M","05 A 09","VENEZUELA",2022,12,"LA ARAUCANÍA","24","154","141","295",319

"M","05 A 09","VENEZUELA",2022,13,"LOS RÍOS","6","69","29","98",104

"M","05 A 09","VENEZUELA",2022,14,"LOS LAGOS","12","355","297","652",664

"M","05 A 09","VENEZUELA",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","19","9","28",28

"M","05 A 09","VENEZUELA",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","3","81","41","122",125

"M","05 A 09","VENEZUELA",2022,17,"REGIÓN IGNORADA","","1166","15","1181",1181

"M","05 A 09","VENEZUELA",2023,1,"ARICA Y PARINACOTA","1","118","285","403",404

"M","05 A 09","VENEZUELA",2023,2,"TARAPACÁ","13","160","320","480",493

"M","05 A 09","VENEZUELA",2023,3,"ANTOFAGASTA","10","326","397","723",733

"M","05 A 09","VENEZUELA",2023,4,"ATACAMA","3","127","164","291",294

"M","05 A 09","VENEZUELA",2023,5,"COQUIMBO","20","319","436","755",775

"M","05 A 09","VENEZUELA",2023,6,"VALPARAÍSO","78","972","862","1834",1912

"M","05 A 09","VENEZUELA",2023,7,"METROPOLITANA DE SANTIAGO","1310","7292","4104","11396",12706

"M","05 A 09","VENEZUELA",2023,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","38","460","397","857",895

"M","05 A 09","VENEZUELA",2023,9,"MAULE","35","446","423","869",904

"M","05 A 09","VENEZUELA",2023,10,"ÑUBLE","6","140","73","213",219

"M","05 A 09","VENEZUELA",2023,11,"BIOBÍO","20","598","419","1017",1037

"M","05 A 09","VENEZUELA",2023,12,"LA ARAUCANÍA","18","164","105","269",287

"M","05 A 09","VENEZUELA",2023,13,"LOS RÍOS","4","70","16","86",90

"M","05 A 09","VENEZUELA",2023,14,"LOS LAGOS","7","349","234","583",590

"M","05 A 09","VENEZUELA",2023,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","29","4","33",33

"M","05 A 09","VENEZUELA",2023,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","2","78","22","100",102

"M","05 A 09","VENEZUELA",2023,17,"REGIÓN IGNORADA","","725","22","747",747

"M","10 A 14","ALEMANIA",2018,3,"ANTOFAGASTA","2","","","",2

"M","10 A 14","ALEMANIA",2018,5,"COQUIMBO","2","","","",2

"M","10 A 14","ALEMANIA",2018,6,"VALPARAÍSO","19","","1","1",20

"M","10 A 14","ALEMANIA",2018,7,"METROPOLITANA DE SANTIAGO","49","","1","1",50

"M","10 A 14","ALEMANIA",2018,9,"MAULE","1","","","",1

"M","10 A 14","ALEMANIA",2018,11,"BIOBÍO","4","","","",4

"M","10 A 14","ALEMANIA",2018,13,"LOS RÍOS","2","","","",2

"M","10 A 14","ALEMANIA",2018,14,"LOS LAGOS","5","","","",5

"M","10 A 14","ALEMANIA",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","2","","","",2

"M","10 A 14","ALEMANIA",2018,17,"REGIÓN IGNORADA","","2","","2",2

"M","10 A 14","ALEMANIA",2019,3,"ANTOFAGASTA","3","","","",3

"M","10 A 14","ALEMANIA",2019,5,"COQUIMBO","1","","","",1

"M","10 A 14","ALEMANIA",2019,6,"VALPARAÍSO","22","","2","2",24

"M","10 A 14","ALEMANIA",2019,7,"METROPOLITANA DE SANTIAGO","45","1","1","2",47

"M","10 A 14","ALEMANIA",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","","","",1

"M","10 A 14","ALEMANIA",2019,9,"MAULE","2","","","",2

"M","10 A 14","ALEMANIA",2019,11,"BIOBÍO","4","","","",4

"M","10 A 14","ALEMANIA",2019,13,"LOS RÍOS","2","","","",2

"M","10 A 14","ALEMANIA",2019,14,"LOS LAGOS","6","","","",6

"M","10 A 14","ALEMANIA",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","","","",1

"M","10 A 14","ALEMANIA",2019,17,"REGIÓN IGNORADA","","2","","2",2

"M","10 A 14","ALEMANIA",2020,1,"ARICA Y PARINACOTA","1","1","","1",2

"M","10 A 14","ALEMANIA",2020,3,"ANTOFAGASTA","3","","","",3

"M","10 A 14","ALEMANIA",2020,6,"VALPARAÍSO","23","","2","2",25

"M","10 A 14","ALEMANIA",2020,7,"METROPOLITANA DE SANTIAGO","53","2","2","4",57

"M","10 A 14","ALEMANIA",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","","","",1

"M","10 A 14","ALEMANIA",2020,9,"MAULE","3","","","",3

"M","10 A 14","ALEMANIA",2020,11,"BIOBÍO","6","","","",6

"M","10 A 14","ALEMANIA",2020,12,"LA ARAUCANÍA","1","","","",1

"M","10 A 14","ALEMANIA",2020,13,"LOS RÍOS","1","","","",1

"M","10 A 14","ALEMANIA",2020,14,"LOS LAGOS","7","","","",7

"M","10 A 14","ALEMANIA",2021,1,"ARICA Y PARINACOTA","1","1","","1",2

"M","10 A 14","ALEMANIA",2021,3,"ANTOFAGASTA","4","","","",4

"M","10 A 14","ALEMANIA",2021,6,"VALPARAÍSO","23","","3","3",26

"M","10 A 14","ALEMANIA",2021,7,"METROPOLITANA DE SANTIAGO","57","2","4","6",63

"M","10 A 14","ALEMANIA",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","","","",1

"M","10 A 14","ALEMANIA",2021,9,"MAULE","3","","","",3

"M","10 A 14","ALEMANIA",2021,11,"BIOBÍO","5","","","",5

"M","10 A 14","ALEMANIA",2021,12,"LA ARAUCANÍA","2","1","","1",3

"M","10 A 14","ALEMANIA",2021,13,"LOS RÍOS","2","","","",2

"M","10 A 14","ALEMANIA",2021,14,"LOS LAGOS","5","","","",5

"M","10 A 14","ALEMANIA",2022,1,"ARICA Y PARINACOTA","1","","","",1

"M","10 A 14","ALEMANIA",2022,3,"ANTOFAGASTA","3","","","",3

"M","10 A 14","ALEMANIA",2022,6,"VALPARAÍSO","17","","2","2",19

"M","10 A 14","ALEMANIA",2022,7,"METROPOLITANA DE SANTIAGO","55","1","5","6",61

"M","10 A 14","ALEMANIA",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","","","",1

"M","10 A 14","ALEMANIA",2022,9,"MAULE","3","","","",3

"M","10 A 14","ALEMANIA",2022,11,"BIOBÍO","8","","","",8

"M","10 A 14","ALEMANIA",2022,12,"LA ARAUCANÍA","5","1","","1",6

"M","10 A 14","ALEMANIA",2022,13,"LOS RÍOS","3","","","",3

"M","10 A 14","ALEMANIA",2022,14,"LOS LAGOS","4","","","",4

"M","10 A 14","ALEMANIA",2022,17,"REGIÓN IGNORADA","","","1","1",1

"M","10 A 14","ALEMANIA",2023,1,"ARICA Y PARINACOTA","1","1","","1",2

"M","10 A 14","ALEMANIA",2023,3,"ANTOFAGASTA","2","","","",2

"M","10 A 14","ALEMANIA",2023,6,"VALPARAÍSO","15","","","",15

"M","10 A 14","ALEMANIA",2023,7,"METROPOLITANA DE SANTIAGO","47","1","2","3",50

"M","10 A 14","ALEMANIA",2023,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","","","",1

"M","10 A 14","ALEMANIA",2023,9,"MAULE","2","","","",2

"M","10 A 14","ALEMANIA",2023,11,"BIOBÍO","7","","","",7

"M","10 A 14","ALEMANIA",2023,12,"LA ARAUCANÍA","7","1","","1",8

"M","10 A 14","ALEMANIA",2023,13,"LOS RÍOS","4","","","",4

"M","10 A 14","ALEMANIA",2023,14,"LOS LAGOS","3","1","","1",4

"M","10 A 14","ALEMANIA",2023,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","","1","1","2",2

"M","10 A 14","ALEMANIA",2023,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","","","",1

"M","10 A 14","ALEMANIA",2023,17,"REGIÓN IGNORADA","","","2","2",2

"M","10 A 14","ARGENTINA",2018,1,"ARICA Y PARINACOTA","3","","","",3

"M","10 A 14","ARGENTINA",2018,2,"TARAPACÁ","19","2","1","3",22

"M","10 A 14","ARGENTINA",2018,3,"ANTOFAGASTA","37","5","3","8",45

"M","10 A 14","ARGENTINA",2018,4,"ATACAMA","11","","1","1",12

"M","10 A 14","ARGENTINA",2018,5,"COQUIMBO","35","5","1","6",41

"M","10 A 14","ARGENTINA",2018,6,"VALPARAÍSO","155","5","8","13",168

"M","10 A 14","ARGENTINA",2018,7,"METROPOLITANA DE SANTIAGO","497","22","13","35",532

"M","10 A 14","ARGENTINA",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","38","2","2","4",42

"M","10 A 14","ARGENTINA",2018,9,"MAULE","24","","1","1",25

"M","10 A 14","ARGENTINA",2018,10,"ÑUBLE","13","","","",13

"M","10 A 14","ARGENTINA",2018,11,"BIOBÍO","40","1","4","5",45

"M","10 A 14","ARGENTINA",2018,12,"LA ARAUCANÍA","58","","1","1",59

"M","10 A 14","ARGENTINA",2018,13,"LOS RÍOS","18","1","","1",19

"M","10 A 14","ARGENTINA",2018,14,"LOS LAGOS","54","1","4","5",59

"M","10 A 14","ARGENTINA",2018,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","17","","2","2",19

"M","10 A 14","ARGENTINA",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","33","2","1","3",36

"M","10 A 14","ARGENTINA",2018,17,"REGIÓN IGNORADA","","16","","16",16

"M","10 A 14","ARGENTINA",2019,1,"ARICA Y PARINACOTA","3","","","",3

"M","10 A 14","ARGENTINA",2019,2,"TARAPACÁ","20","2","1","3",23

"M","10 A 14","ARGENTINA",2019,3,"ANTOFAGASTA","37","5","4","9",46

"M","10 A 14","ARGENTINA",2019,4,"ATACAMA","12","1","2","3",15

"M","10 A 14","ARGENTINA",2019,5,"COQUIMBO","35","3","2","5",40

"M","10 A 14","ARGENTINA",2019,6,"VALPARAÍSO","144","8","18","26",170

"M","10 A 14","ARGENTINA",2019,7,"METROPOLITANA DE SANTIAGO","502","21","12","33",535

"M","10 A 14","ARGENTINA",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","36","2","2","4",40

"M","10 A 14","ARGENTINA",2019,9,"MAULE","31","2","3","5",36

"M","10 A 14","ARGENTINA",2019,10,"ÑUBLE","13","","","",13

"M","10 A 14","ARGENTINA",2019,11,"BIOBÍO","41","4","4","8",49

"M","10 A 14","ARGENTINA",2019,12,"LA ARAUCANÍA","56","","1","1",57

"M","10 A 14","ARGENTINA",2019,13,"LOS RÍOS","13","1","","1",14

"M","10 A 14","ARGENTINA",2019,14,"LOS LAGOS","52","2","3","5",57

"M","10 A 14","ARGENTINA",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","20","","2","2",22

"M","10 A 14","ARGENTINA",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","34","2","","2",36

"M","10 A 14","ARGENTINA",2019,17,"REGIÓN IGNORADA","","28","","28",28

"M","10 A 14","ARGENTINA",2020,1,"ARICA Y PARINACOTA","3","","","",3

"M","10 A 14","ARGENTINA",2020,2,"TARAPACÁ","20","2","3","5",25

"M","10 A 14","ARGENTINA",2020,3,"ANTOFAGASTA","36","3","6","9",45

"M","10 A 14","ARGENTINA",2020,4,"ATACAMA","10","","2","2",12

"M","10 A 14","ARGENTINA",2020,5,"COQUIMBO","33","6","7","13",46

"M","10 A 14","ARGENTINA",2020,6,"VALPARAÍSO","145","14","24","38",183

"M","10 A 14","ARGENTINA",2020,7,"METROPOLITANA DE SANTIAGO","501","37","35","72",573

"M","10 A 14","ARGENTINA",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","37","3","2","5",42

"M","10 A 14","ARGENTINA",2020,9,"MAULE","31","1","5","6",37

"M","10 A 14","ARGENTINA",2020,10,"ÑUBLE","9","1","1","2",11

"M","10 A 14","ARGENTINA",2020,11,"BIOBÍO","41","4","9","13",54

"M","10 A 14","ARGENTINA",2020,12,"LA ARAUCANÍA","60","2","3","5",65

"M","10 A 14","ARGENTINA",2020,13,"LOS RÍOS","14","1","3","4",18

"M","10 A 14","ARGENTINA",2020,14,"LOS LAGOS","47","5","8","13",60

"M","10 A 14","ARGENTINA",2020,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","20","1","6","7",27

"M","10 A 14","ARGENTINA",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","29","1","1","2",31

"M","10 A 14","ARGENTINA",2020,17,"REGIÓN IGNORADA","","36","","36",36

"M","10 A 14","ARGENTINA",2021,1,"ARICA Y PARINACOTA","3","","","",3

